passport,destination,visa_requirement
South Korea,Bhutan,Visa Required
South Korea,Cayman Islands,Visa Required
South Korea,Central African Republic,Visa Required
South Korea,Chad,Visa Required
South Korea,Congo (Rep.),Visa Required
South Korea,Cote d'Ivoire,Visa Required
South Korea,Eritrea,Visa Required
South Korea,Ghana,Visa Required
South Korea,Libya,Visa Required
South Korea,Mali,Visa Required
South Korea,Nauru,Visa Required
South Korea,Niger,Visa Required
South Korea,North Korea,Visa Required
South Korea,Somalia,Visa Required
South Korea,South Sudan,Visa Required
South Korea,Sudan,Visa Required
South Korea,Turkmenistan,Visa Required
South Korea,Yemen,Visa Required
South Korea,Benin,Online Visa
South Korea,Uganda,Online Visa
South Korea,Papua New Guinea,Online Visa
South Korea,Guinea,Online Visa
South Korea,Cameroon,Online Visa
South Korea,Equatorial Guinea,Online Visa
South Korea,Gabon,Online Visa
South Korea,Togo,Online Visa
South Korea,Syria,Online Visa
South Korea,Cuba,Online Visa
South Korea,Pakistan,Online Visa
South Korea,Burkina Faso,Online Visa
South Korea,Mauritania,Online Visa
South Korea,Congo (Dem. Rep.),Online Visa
South Korea,Nigeria,Online Visa
South Korea,Liberia,Online Visa
South Korea,Ethiopia,Visa on Arrival
South Korea,Azerbaijan,Visa on Arrival
South Korea,Bahrain,Visa on Arrival
South Korea,Bangladesh,Visa on Arrival
South Korea,Bolivia,Visa on Arrival
South Korea,Burundi,Visa on Arrival
South Korea,Cambodia,Visa on Arrival
South Korea,Cape Verde Islands,Visa on Arrival
South Korea,Comoro Islands,Visa on Arrival
South Korea,Egypt,Visa on Arrival
South Korea,Guinea-Bissau,Visa on Arrival
South Korea,India,Visa on Arrival
South Korea,Iran,Visa on Arrival
South Korea,Jordan,Visa on Arrival
South Korea,Kuwait,Visa on Arrival
South Korea,Lebanon,Visa on Arrival
South Korea,Malawi,Visa on Arrival
South Korea,Maldives,Visa on Arrival
South Korea,Marshall Islands,Visa on Arrival
South Korea,Namibia,Visa on Arrival
South Korea,Nepal,Visa on Arrival
South Korea,Palau Islands,Visa on Arrival
South Korea,Rwanda,Visa on Arrival
South Korea,Samoa,Visa on Arrival
South Korea,Saudi Arabia,Visa on Arrival
South Korea,Sierra Leone,Visa on Arrival
South Korea,Solomon Islands,Visa on Arrival
South Korea,St. Helena,Visa on Arrival
South Korea,Tajikistan,Visa on Arrival
South Korea,Tanzania,Visa on Arrival
South Korea,Timor-Leste,Visa on Arrival
South Korea,Tonga,Visa on Arrival
South Korea,Tuvalu,Visa on Arrival
South Korea,United Arab Emirates,Visa on Arrival
South Korea,Zimbabwe,Visa on Arrival
South Korea,Indonesia,Visa on Arrival
South Korea,Djibouti,Visa on Arrival
South Korea,Myanmar,Visa on Arrival
South Korea,Qatar,Visa on Arrival
South Korea,Mexico,Visa-Free Access
South Korea,Albania,Visa-Free Access
South Korea,Andorra,Visa-Free Access
South Korea,Anguilla,Visa-Free Access
South Korea,Antigua and Barbuda,Visa-Free Access
South Korea,Argentina,Visa-Free Access
South Korea,Armenia,Visa-Free Access
South Korea,Aruba,Visa-Free Access
South Korea,Austria,Visa-Free Access
South Korea,Bahamas,Visa-Free Access
South Korea,Barbados,Visa-Free Access
South Korea,Belarus,Visa-Free Access
South Korea,Belgium,Visa-Free Access
South Korea,Belize,Visa-Free Access
South Korea,Bermuda,Visa-Free Access
South Korea,Bonaire; St. Eustatius and Saba,Visa-Free Access
South Korea,Bosnia and Herzegovina,Visa-Free Access
South Korea,Botswana,Visa-Free Access
South Korea,Brazil,Visa-Free Access
South Korea,Brunei,Visa-Free Access
South Korea,Bulgaria,Visa-Free Access
South Korea,Chile,Visa-Free Access
South Korea,Colombia,Visa-Free Access
South Korea,Cook Islands,Visa-Free Access
South Korea,Costa Rica,Visa-Free Access
South Korea,Croatia,Visa-Free Access
South Korea,Curacao,Visa-Free Access
South Korea,Cyprus,Visa-Free Access
South Korea,Czechia,Visa-Free Access
South Korea,Denmark,Visa-Free Access
South Korea,Dominica,Visa-Free Access
South Korea,Dominican Republic,Visa-Free Access
South Korea,Ecuador,Visa-Free Access
South Korea,El Salvador,Visa-Free Access
South Korea,Estonia,Visa-Free Access
South Korea,Falkland Islands,Visa-Free Access
South Korea,Faroe Islands,Visa-Free Access
South Korea,Fiji,Visa-Free Access
South Korea,Finland,Visa-Free Access
South Korea,France,Visa-Free Access
South Korea,French Guiana,Visa-Free Access
South Korea,French Polynesia,Visa-Free Access
South Korea,French West Indies,Visa-Free Access
South Korea,The Gambia,Visa-Free Access
South Korea,Georgia,Visa-Free Access
South Korea,Germany,Visa-Free Access
South Korea,Gibraltar,Visa-Free Access
South Korea,Greece,Visa-Free Access
South Korea,Greenland,Visa-Free Access
South Korea,Grenada,Visa-Free Access
South Korea,Guam,Visa-Free Access
South Korea,Guatemala,Visa-Free Access
South Korea,Guyana,Visa-Free Access
South Korea,Haiti,Visa-Free Access
South Korea,Honduras,Visa-Free Access
South Korea,Hong Kong (SAR China),Visa-Free Access
South Korea,Hungary,Visa-Free Access
South Korea,Iceland,Visa-Free Access
South Korea,Iraq,Visa-Free Access
South Korea,Ireland,Visa-Free Access
South Korea,Italy,Visa-Free Access
South Korea,Jamaica,Visa-Free Access
South Korea,Japan,Visa-Free Access
South Korea,Kazakhstan,Visa-Free Access
South Korea,Kiribati,Visa-Free Access
South Korea,Kosovo,Visa-Free Access
South Korea,Kyrgyzstan,Visa-Free Access
South Korea,Laos,Visa-Free Access
South Korea,Latvia,Visa-Free Access
South Korea,Lesotho,Visa-Free Access
South Korea,Liechtenstein,Visa-Free Access
South Korea,Lithuania,Visa-Free Access
South Korea,Luxembourg,Visa-Free Access
South Korea,Macao (SAR China),Visa-Free Access
South Korea,North Macedonia,Visa-Free Access
South Korea,Malaysia,Visa-Free Access
South Korea,Malta,Visa-Free Access
South Korea,Mauritius,Visa-Free Access
South Korea,Mayotte,Visa-Free Access
South Korea,Micronesia,Visa-Free Access
South Korea,Moldova,Visa-Free Access
South Korea,Monaco,Visa-Free Access
South Korea,Mongolia,Visa-Free Access
South Korea,Montenegro,Visa-Free Access
South Korea,Montserrat,Visa-Free Access
South Korea,Morocco,Visa-Free Access
South Korea,Netherlands,Visa-Free Access
South Korea,New Caledonia,Visa-Free Access
South Korea,Nicaragua,Visa-Free Access
South Korea,Niue,Visa-Free Access
South Korea,Northern Mariana Islands,Visa-Free Access
South Korea,Norway,Visa-Free Access
South Korea,Oman,Visa-Free Access
South Korea,Palestinian Territory,Visa-Free Access
South Korea,Panama,Visa-Free Access
South Korea,Paraguay,Visa-Free Access
South Korea,Peru,Visa-Free Access
South Korea,Philippines,Visa-Free Access
South Korea,Poland,Visa-Free Access
South Korea,Portugal,Visa-Free Access
South Korea,Reunion,Visa-Free Access
South Korea,Romania,Visa-Free Access
South Korea,San Marino,Visa-Free Access
South Korea,Sao Tome and Principe,Visa-Free Access
South Korea,Senegal,Visa-Free Access
South Korea,Serbia,Visa-Free Access
South Korea,Singapore,Visa-Free Access
South Korea,Slovakia,Visa-Free Access
South Korea,Slovenia,Visa-Free Access
South Korea,South Africa,Visa-Free Access
South Korea,Spain,Visa-Free Access
South Korea,St. Lucia,Visa-Free Access
South Korea,St. Maarten,Visa-Free Access
South Korea,St. Vincent and the Grenadines,Visa-Free Access
South Korea,Suriname,Visa-Free Access
South Korea,eSwatini,Visa-Free Access
South Korea,Sweden,Visa-Free Access
South Korea,Switzerland,Visa-Free Access
South Korea,Taiwan (Chinese Taipei),Visa-Free Access
South Korea,Thailand,Visa-Free Access
South Korea,Trinidad and Tobago,Visa-Free Access
South Korea,Tunisia,Visa-Free Access
South Korea,Türkiye,Visa-Free Access
South Korea,Turks and Caicos Islands,Visa-Free Access
South Korea,Ukraine,Visa-Free Access
South Korea,Uruguay,Visa-Free Access
South Korea,Uzbekistan,Visa-Free Access
South Korea,Vanuatu,Visa-Free Access
South Korea,Vatican City,Visa-Free Access
South Korea,Venezuela,Visa-Free Access
South Korea,Vietnam,Visa-Free Access
South Korea,British Virgin Islands,Visa-Free Access
South Korea,Zambia,Visa-Free Access
South Korea,Madagascar,Visa-Free Access
South Korea,Angola,Visa-Free Access
South Korea,China,Visa-Free Access
South Korea,Australia,Electronic Travel Authorization
South Korea,Canada,Electronic Travel Authorization
South Korea,New Zealand,Electronic Travel Authorization
South Korea,Puerto Rico,Electronic Travel Authorization
South Korea,American Samoa,Electronic Travel Authorization
South Korea,Sri Lanka,Electronic Travel Authorization
South Korea,United States,Electronic Travel Authorization
South Korea,US Virgin Islands,Electronic Travel Authorization
South Korea,Kenya,Electronic Travel Authorization
South Korea,United Kingdom,Electronic Travel Authorization
South Korea,Seychelles,Electronic Travel Authorization
South Korea,Israel,Electronic Travel Authorization
South Korea,Mozambique,Electronic Travel Authorization
South Korea,St. Kitts and Nevis,Electronic Travel Authorization
South Korea,Russian Federation,Electronic Travel Authorization
South Africa,Ireland,Visa Required
South Africa,Afghanistan,Visa Required
South Africa,Algeria,Visa Required
South Africa,Andorra,Visa Required
South Africa,Anguilla,Visa Required
South Africa,Aruba,Visa Required
South Africa,Austria,Visa Required
South Africa,Belarus,Visa Required
South Africa,Belgium,Visa Required
South Africa,Bermuda,Visa Required
South Africa,Bhutan,Visa Required
South Africa,Bonaire; St. Eustatius and Saba,Visa Required
South Africa,Bosnia and Herzegovina,Visa Required
South Africa,Brunei,Visa Required
South Africa,Bulgaria,Visa Required
South Africa,Canada,Visa Required
South Africa,Central African Republic,Visa Required
South Africa,Chad,Visa Required
South Africa,China,Visa Required
South Africa,Colombia,Visa Required
South Africa,Congo (Rep.),Visa Required
South Africa,Cote d'Ivoire,Visa Required
South Africa,Croatia,Visa Required
South Africa,Curacao,Visa Required
South Africa,Cyprus,Visa Required
South Africa,Czechia,Visa Required
South Africa,Denmark,Visa Required
South Africa,Eritrea,Visa Required
South Africa,Estonia,Visa Required
South Africa,Faroe Islands,Visa Required
South Africa,Finland,Visa Required
South Africa,France,Visa Required
South Africa,French Guiana,Visa Required
South Africa,French Polynesia,Visa Required
South Africa,French West Indies,Visa Required
South Africa,Germany,Visa Required
South Africa,Gibraltar,Visa Required
South Africa,Greece,Visa Required
South Africa,Greenland,Visa Required
South Africa,Guam,Visa Required
South Africa,Hungary,Visa Required
South Africa,Iceland,Visa Required
South Africa,Iraq,Visa Required
South Africa,Italy,Visa Required
South Africa,Latvia,Visa Required
South Africa,Lebanon,Visa Required
South Africa,Liberia,Visa Required
South Africa,Libya,Visa Required
South Africa,Liechtenstein,Visa Required
South Africa,Lithuania,Visa Required
South Africa,Luxembourg,Visa Required
South Africa,North Macedonia,Visa Required
South Africa,Mali,Visa Required
South Africa,Malta,Visa Required
South Africa,Mayotte,Visa Required
South Africa,Mexico,Visa Required
South Africa,Moldova,Visa Required
South Africa,Monaco,Visa Required
South Africa,Mongolia,Visa Required
South Africa,Montenegro,Visa Required
South Africa,Morocco,Visa Required
South Africa,Nauru,Visa Required
South Africa,Netherlands,Visa Required
South Africa,New Caledonia,Visa Required
South Africa,New Zealand,Visa Required
South Africa,Niger,Visa Required
South Africa,North Korea,Visa Required
South Africa,Northern Mariana Islands,Visa Required
South Africa,Norway,Visa Required
South Africa,Papua New Guinea,Visa Required
South Africa,Poland,Visa Required
South Africa,Portugal,Visa Required
South Africa,Puerto Rico,Visa Required
South Africa,Romania,Visa Required
South Africa,American Samoa,Visa Required
South Africa,San Marino,Visa Required
South Africa,Serbia,Visa Required
South Africa,Slovakia,Visa Required
South Africa,Slovenia,Visa Required
South Africa,Solomon Islands,Visa Required
South Africa,South Sudan,Visa Required
South Africa,Spain,Visa Required
South Africa,St. Maarten,Visa Required
South Africa,Sudan,Visa Required
South Africa,Sweden,Visa Required
South Africa,Switzerland,Visa Required
South Africa,Taiwan (Chinese Taipei),Visa Required
South Africa,Tonga,Visa Required
South Africa,Turkmenistan,Visa Required
South Africa,United Kingdom,Visa Required
South Africa,United States,Visa Required
South Africa,Vatican City,Visa Required
South Africa,US Virgin Islands,Visa Required
South Africa,Yemen,Visa Required
South Africa,Australia,Visa Required
South Africa,Kuwait,Visa Required
South Africa,Pakistan,Online Visa
South Africa,Azerbaijan,Online Visa
South Africa,Bahrain,Online Visa
South Africa,India,Online Visa
South Africa,Myanmar,Online Visa
South Africa,Sao Tome and Principe,Online Visa
South Africa,Suriname,Online Visa
South Africa,Türkiye,Online Visa
South Africa,United Arab Emirates,Online Visa
South Africa,Uzbekistan,Online Visa
South Africa,Japan,Online Visa
South Africa,Uganda,Online Visa
South Africa,Albania,Online Visa
South Africa,Vietnam,Online Visa
South Africa,Guinea,Online Visa
South Africa,Kazakhstan,Online Visa
South Africa,Cameroon,Online Visa
South Africa,Equatorial Guinea,Online Visa
South Africa,Togo,Online Visa
South Africa,Syria,Online Visa
South Africa,Cuba,Online Visa
South Africa,Bangladesh,Online Visa
South Africa,Burkina Faso,Online Visa
South Africa,Mauritania,Online Visa
South Africa,Ukraine,Online Visa
South Africa,Congo (Dem. Rep.),Online Visa
South Africa,Nigeria,Online Visa
South Africa,Armenia,Visa on Arrival
South Africa,Bolivia,Visa on Arrival
South Africa,Burundi,Visa on Arrival
South Africa,Cambodia,Visa on Arrival
South Africa,Cape Verde Islands,Visa on Arrival
South Africa,Comoro Islands,Visa on Arrival
South Africa,Ethiopia,Visa on Arrival
South Africa,Guinea-Bissau,Visa on Arrival
South Africa,Iran,Visa on Arrival
South Africa,Jordan,Visa on Arrival
South Africa,Kyrgyzstan,Visa on Arrival
South Africa,Laos,Visa on Arrival
South Africa,Maldives,Visa on Arrival
South Africa,Marshall Islands,Visa on Arrival
South Africa,Nepal,Visa on Arrival
South Africa,Palau Islands,Visa on Arrival
South Africa,Samoa,Visa on Arrival
South Africa,Sierra Leone,Visa on Arrival
South Africa,Somalia,Visa on Arrival
South Africa,St. Helena,Visa on Arrival
South Africa,Tajikistan,Visa on Arrival
South Africa,Timor-Leste,Visa on Arrival
South Africa,Tuvalu,Visa on Arrival
South Africa,Egypt,Visa on Arrival
South Africa,Indonesia,Visa on Arrival
South Africa,Djibouti,Visa on Arrival
South Africa,Saudi Arabia,Visa on Arrival
South Africa,Qatar,Visa on Arrival
South Africa,Angola,Visa-Free Access
South Africa,Antigua and Barbuda,Visa-Free Access
South Africa,Argentina,Visa-Free Access
South Africa,Bahamas,Visa-Free Access
South Africa,Barbados,Visa-Free Access
South Africa,Belize,Visa-Free Access
South Africa,Benin,Visa-Free Access
South Africa,Botswana,Visa-Free Access
South Africa,Brazil,Visa-Free Access
South Africa,Cayman Islands,Visa-Free Access
South Africa,Chile,Visa-Free Access
South Africa,Cook Islands,Visa-Free Access
South Africa,Costa Rica,Visa-Free Access
South Africa,Dominica,Visa-Free Access
South Africa,Dominican Republic,Visa-Free Access
South Africa,Ecuador,Visa-Free Access
South Africa,El Salvador,Visa-Free Access
South Africa,Falkland Islands,Visa-Free Access
South Africa,Fiji,Visa-Free Access
South Africa,Gabon,Visa-Free Access
South Africa,The Gambia,Visa-Free Access
South Africa,Georgia,Visa-Free Access
South Africa,Grenada,Visa-Free Access
South Africa,Guatemala,Visa-Free Access
South Africa,Guyana,Visa-Free Access
South Africa,Haiti,Visa-Free Access
South Africa,Honduras,Visa-Free Access
South Africa,Hong Kong (SAR China),Visa-Free Access
South Africa,Jamaica,Visa-Free Access
South Africa,Kenya,Visa-Free Access
South Africa,Kosovo,Visa-Free Access
South Africa,Lesotho,Visa-Free Access
South Africa,Macao (SAR China),Visa-Free Access
South Africa,Malawi,Visa-Free Access
South Africa,Malaysia,Visa-Free Access
South Africa,Mauritius,Visa-Free Access
South Africa,Micronesia,Visa-Free Access
South Africa,Montserrat,Visa-Free Access
South Africa,Mozambique,Visa-Free Access
South Africa,Namibia,Visa-Free Access
South Africa,Nicaragua,Visa-Free Access
South Africa,Niue,Visa-Free Access
South Africa,Oman,Visa-Free Access
South Africa,Palestinian Territory,Visa-Free Access
South Africa,Panama,Visa-Free Access
South Africa,Paraguay,Visa-Free Access
South Africa,Peru,Visa-Free Access
South Africa,Philippines,Visa-Free Access
South Africa,Reunion,Visa-Free Access
South Africa,Senegal,Visa-Free Access
South Africa,Singapore,Visa-Free Access
South Africa,St. Lucia,Visa-Free Access
South Africa,St. Vincent and the Grenadines,Visa-Free Access
South Africa,eSwatini,Visa-Free Access
South Africa,Tanzania,Visa-Free Access
South Africa,Thailand,Visa-Free Access
South Africa,Trinidad and Tobago,Visa-Free Access
South Africa,Tunisia,Visa-Free Access
South Africa,Turks and Caicos Islands,Visa-Free Access
South Africa,Uruguay,Visa-Free Access
South Africa,Vanuatu,Visa-Free Access
South Africa,Venezuela,Visa-Free Access
South Africa,British Virgin Islands,Visa-Free Access
South Africa,Zambia,Visa-Free Access
South Africa,Zimbabwe,Visa-Free Access
South Africa,Rwanda,Visa-Free Access
South Africa,Madagascar,Visa-Free Access
South Africa,Ghana,Visa-Free Access
South Africa,Kiribati,Visa-Free Access
South Africa,Sri Lanka,Electronic Travel Authorization
South Africa,South Korea,Electronic Travel Authorization
South Africa,Seychelles,Electronic Travel Authorization
South Africa,Israel,Electronic Travel Authorization
South Africa,St. Kitts and Nevis,Electronic Travel Authorization
South Africa,Russian Federation,Electronic Travel Authorization
Somalia,Australia,Visa Required
Somalia,Afghanistan,Visa Required
Somalia,Algeria,Visa Required
Somalia,Andorra,Visa Required
Somalia,Angola,Visa Required
Somalia,Anguilla,Visa Required
Somalia,Argentina,Visa Required
Somalia,Armenia,Visa Required
Somalia,Aruba,Visa Required
Somalia,Austria,Visa Required
Somalia,Barbados,Visa Required
Somalia,Belarus,Visa Required
Somalia,Belgium,Visa Required
Somalia,Belize,Visa Required
Somalia,Bermuda,Visa Required
Somalia,Bhutan,Visa Required
Somalia,Bolivia,Visa Required
Somalia,Bonaire; St. Eustatius and Saba,Visa Required
Somalia,Bosnia and Herzegovina,Visa Required
Somalia,Brazil,Visa Required
Somalia,Brunei,Visa Required
Somalia,Bulgaria,Visa Required
Somalia,Canada,Visa Required
Somalia,Cayman Islands,Visa Required
Somalia,Central African Republic,Visa Required
Somalia,Chad,Visa Required
Somalia,Chile,Visa Required
Somalia,China,Visa Required
Somalia,Congo (Rep.),Visa Required
Somalia,Costa Rica,Visa Required
Somalia,Cote d'Ivoire,Visa Required
Somalia,Croatia,Visa Required
Somalia,Curacao,Visa Required
Somalia,Cyprus,Visa Required
Somalia,Czechia,Visa Required
Somalia,Denmark,Visa Required
Somalia,Dominican Republic,Visa Required
Somalia,Ecuador,Visa Required
Somalia,Egypt,Visa Required
Somalia,El Salvador,Visa Required
Somalia,Eritrea,Visa Required
Somalia,Estonia,Visa Required
Somalia,Falkland Islands,Visa Required
Somalia,Faroe Islands,Visa Required
Somalia,Fiji,Visa Required
Somalia,Finland,Visa Required
Somalia,France,Visa Required
Somalia,French Guiana,Visa Required
Somalia,French Polynesia,Visa Required
Somalia,French West Indies,Visa Required
Somalia,Germany,Visa Required
Somalia,Gibraltar,Visa Required
Somalia,Greece,Visa Required
Somalia,Greenland,Visa Required
Somalia,Grenada,Visa Required
Somalia,Guam,Visa Required
Somalia,Guatemala,Visa Required
Somalia,Guyana,Visa Required
Somalia,Honduras,Visa Required
Somalia,Hong Kong (SAR China),Visa Required
Somalia,Hungary,Visa Required
Somalia,Iceland,Visa Required
Somalia,India,Visa Required
Somalia,Indonesia,Visa Required
Somalia,Iran,Visa Required
Somalia,Iraq,Visa Required
Somalia,Ireland,Visa Required
Somalia,Israel,Visa Required
Somalia,Italy,Visa Required
Somalia,Jamaica,Visa Required
